Description	Iteration	Algorithm	Metric	Value
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	NPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	AUROC	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Accuracy	0.806451612903226
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	BalancedAccuracy	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Brier	0.143073290322581
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	NPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	TNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	AUROC	0.33713768115942
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Accuracy	0.806451612903226
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	BalancedAccuracy	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Brier	0.196899086021505
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	NPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	TNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	AUROC	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	Accuracy	0.806451612903226
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	BalancedAccuracy	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	Brier	0.143041870967742
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	FPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	NPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	TNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/J48/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	AUROC	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Accuracy	0.806451612903226
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	BalancedAccuracy	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Brier	0.14374288172043
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	FPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	NPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	TNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/JRip/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	AUROC	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	Accuracy	0.806451612903226
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	BalancedAccuracy	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	Brier	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	FPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	NPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	TNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	AUROC	0.574731005709267
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	Accuracy	0.78494623655914
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	BalancedAccuracy	0.545509442248573
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	Brier	0.179975462365591
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	FNR	0.628787878787879
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	FPR	0.280193236714976
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	MMCE	0.21505376344086
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	NPV	0.74258064516129
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	Recall	0.371212121212121
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	TNR	0.719806763285024
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	TPR	0.371212121212121
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	AUROC	0.327949787732396
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	Accuracy	0.806451612903226
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	BalancedAccuracy	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	Brier	0.157783462365591
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	FPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	NPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	TNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	AUROC	0.485177865612648
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	Accuracy	0.78494623655914
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	BalancedAccuracy	0.485177865612648
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	Brier	0.21505376344086
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	FNR	0.681818181818182
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	FPR	0.347826086956522
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	MMCE	0.21505376344086
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	NPV	0.567025089605735
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	Recall	0.318181818181818
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	TNR	0.652173913043478
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/OneR/default	TPR	0.318181818181818
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	AUROC	0.394094934855804
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	Accuracy	0.806451612903226
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	BalancedAccuracy	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	Brier	0.144758483870968
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	FPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	NPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	TNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	AUROC	0.336843068364807
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	Accuracy	0.763440860215054
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	BalancedAccuracy	0.470355731225296
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	Brier	0.175403634408602
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	FNR	0.696969696969697
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	FPR	0.36231884057971
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	MMCE	0.236559139784946
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	NPV	0.563959955506118
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	Recall	0.303030303030303
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	TNR	0.63768115942029
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	TPR	0.303030303030303
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	AUROC	0.33188222807788
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	Accuracy	0.806451612903226
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	BalancedAccuracy	0.525925925925926
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	Brier	0.204325086021505
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	FPR	0.281481481481481
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	NPV	0.902484241750093
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	TNR	0.718518518518519
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	AUROC	0.459694773825209
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	Accuracy	0.78494623655914
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	BalancedAccuracy	0.485177865612648
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	Brier	0.160076537634409
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	FNR	0.681818181818182
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	FPR	0.347826086956522
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	MMCE	0.21505376344086
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	NPV	0.567025089605735
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	Recall	0.318181818181818
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	TNR	0.652173913043478
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SMO/default	TPR	0.318181818181818
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	AUROC	0.329527155614112
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	Accuracy	0.806451612903226
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	BalancedAccuracy	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	Brier	0.142368537634409
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	FPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	NPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	TNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Linear/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	AUROC	0.512924535207144
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	Accuracy	0.806451612903226
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	BalancedAccuracy	0.5
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	Brier	0.145537516129032
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	F1	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	FDR	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	FNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	FPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	MCC	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	MMCE	0.193548387096774
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	NPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	PPV	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	Precision	NA
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	Recall	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	TNR	0.666666666666667
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_Poly/default	TPR	0.333333333333333
postoperative.patient.data	1	AlgorithmScripts/Classification/arff/weka/SVM_RBF/default	AUROC	0.301110745132484
