Description	Iteration	Algorithm	Features
StrongSignal_Both	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/anova/default	Feature5,Feature3,Feature4,Feature1,Feature2,Feature52.Low,Feature55.Low,Feature52.Medium,Feature54.Low,Feature53.Low,Feature55.Medium,Feature51.Low,Feature53.Medium,Feature54.Medium,Feature51.Medium,Feature89.Low,Feature87.Medium,Feature91.Medium,Feature92.Medium,Feature78.Low,Feature98.Medium,Feature11,Feature91.Low,Feature64.Medium,Feature59.Medium,Feature63.Medium,Feature67.Low,Feature89.Medium,Feature30,Feature43,Feature36,Feature73.Low,Feature70.Low,Feature25,Feature6,Feature88.Medium,Feature23,Feature76.Medium,Feature63.Low,Feature93.Medium,Feature47,Feature80.Medium,Feature59.Low,Feature94.Low,Feature18,Feature92.Low,Feature60.Medium,Feature33,Feature65.Medium,Feature84.Medium,Feature67.Medium,Feature12,Feature42,Feature20,Feature35,Feature83.Medium,Feature87.Low,Feature68.Medium,Feature72.Low,Feature85.Low,Feature95.Low,Feature46,Feature100.Medium,Feature83.Low,Feature76.Low,Feature86.Low,Feature68.Low,Feature75.Low,Feature9,Feature72.Medium,Feature41,Feature81.Medium,Feature61.Low,Feature69.Low,Feature69.Medium,Feature73.Medium,Feature64.Low,Feature98.Low,Feature74.Low,Feature14,Feature62.Medium,Feature93.Low,Feature97.Low,Feature84.Low,Feature100.Low,Feature26,Feature22,Feature27,Feature58.Medium,Feature94.Medium,Feature70.Medium,Feature77.Medium,Feature85.Medium,Feature62.Low,Feature65.Low,Feature31,Feature77.Low,Feature97.Medium,Feature48,Feature71.Medium,Feature82.Low,Feature90.Low,Feature58.Low,Feature8,Feature39,Feature60.Low,Feature49,Feature32,Feature57.Medium,Feature90.Medium,Feature96.Low,Feature99.Low,Feature96.Medium,Feature16,Feature50,Feature28,Feature37,Feature56.Medium,Feature99.Medium,Feature40,Feature34,Feature74.Medium,Feature79.Medium,Feature75.Medium,Feature66.Low,Feature57.Low,Feature44,Feature24,Feature10,Feature88.Low,Feature81.Low,Feature19,Feature38,Feature15,Feature13,Feature61.Medium,Feature21,Feature78.Medium,Feature86.Medium,Feature29,Feature79.Low,Feature80.Low,Feature66.Medium,Feature82.Medium,Feature17,Feature7,Feature45,Feature71.Low,Feature95.Medium,Feature56.Low
StrongSignal_Both	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Feature1,Feature2,Feature3,Feature4,Feature5,Feature12,Feature51.Low,Feature51.Medium,Feature52.Low,Feature52.Medium,Feature53.Low,Feature53.Medium,Feature54.Low,Feature55.Low,Feature55.Medium,Feature11,Feature15,Feature18,Feature20,Feature23,Feature25,Feature27,Feature32,Feature36,Feature42,Feature43,Feature46,Feature54.Medium,Feature6,Feature9,Feature10,Feature100.Low,Feature100.Medium,Feature13,Feature14,Feature17,Feature22,Feature28,Feature29,Feature30,Feature35,Feature48,Feature49,Feature8,Feature88.Medium,Feature16,Feature19,Feature24,Feature26,Feature47,Feature50,Feature58.Low,Feature69.Low,Feature69.Medium,Feature7,Feature73.Low,Feature86.Low,Feature87.Medium,Feature95.Low,Feature96.Low,Feature21,Feature33,Feature44,Feature68.Low,Feature68.Medium,Feature76.Low,Feature85.Low,Feature85.Medium,Feature86.Medium,Feature87.Low,Feature88.Low,Feature89.Medium,Feature95.Medium,Feature96.Medium,Feature97.Low,Feature31,Feature34,Feature37,Feature38,Feature39,Feature60.Low,Feature67.Medium,Feature72.Medium,Feature73.Medium,Feature78.Low,Feature83.Low,Feature83.Medium,Feature84.Low,Feature84.Medium,Feature97.Medium,Feature58.Medium,Feature59.Low,Feature59.Medium,Feature60.Medium,Feature64.Medium,Feature66.Low,Feature66.Medium,Feature67.Low,Feature89.Low,Feature90.Medium,Feature91.Medium,Feature92.Low,Feature94.Low,Feature98.Low,Feature98.Medium,Feature61.Low,Feature61.Medium,Feature62.Low,Feature62.Medium,Feature63.Low,Feature64.Low,Feature65.Low,Feature65.Medium,Feature90.Low,Feature91.Low,Feature92.Medium,Feature93.Low,Feature93.Medium,Feature94.Medium,Feature99.Low,Feature40,Feature41,Feature45,Feature77.Low,Feature77.Medium,Feature78.Medium,Feature79.Low,Feature79.Medium,Feature80.Low,Feature80.Medium,Feature81.Low,Feature81.Medium,Feature82.Low,Feature82.Medium,Feature99.Medium,Feature56.Low,Feature56.Medium,Feature57.Low,Feature57.Medium,Feature63.Medium,Feature70.Low,Feature70.Medium,Feature71.Low,Feature71.Medium,Feature72.Low,Feature74.Low,Feature74.Medium,Feature75.Low,Feature75.Medium,Feature76.Medium
StrongSignal_Both	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	Feature5,Feature52.Medium,Feature55.Low,Feature52.Low,Feature55.Medium,Feature53.Medium,Feature54.Medium,Feature54.Low,Feature53.Low,Feature3,Feature51.Low,Feature2,Feature51.Medium,Feature1,Feature4,Feature92.Medium,Feature78.Low,Feature6,Feature91.Low,Feature84.Medium,Feature73.Low,Feature67.Low,Feature35,Feature23,Feature99.Medium,Feature99.Low,Feature98.Medium,Feature98.Low,Feature97.Medium,Feature97.Low,Feature96.Medium,Feature96.Low,Feature95.Medium,Feature95.Low,Feature94.Medium,Feature94.Low,Feature93.Medium,Feature93.Low,Feature92.Low,Feature91.Medium,Feature90.Medium,Feature90.Low,Feature9,Feature89.Medium,Feature89.Low,Feature88.Medium,Feature88.Low,Feature87.Medium,Feature87.Low,Feature86.Medium,Feature86.Low,Feature85.Medium,Feature85.Low,Feature84.Low,Feature83.Medium,Feature83.Low,Feature82.Medium,Feature82.Low,Feature81.Medium,Feature81.Low,Feature80.Medium,Feature80.Low,Feature8,Feature79.Medium,Feature79.Low,Feature78.Medium,Feature77.Medium,Feature77.Low,Feature76.Medium,Feature76.Low,Feature75.Medium,Feature75.Low,Feature74.Medium,Feature74.Low,Feature73.Medium,Feature72.Medium,Feature72.Low,Feature71.Medium,Feature71.Low,Feature70.Medium,Feature70.Low,Feature7,Feature69.Medium,Feature69.Low,Feature68.Medium,Feature68.Low,Feature67.Medium,Feature66.Medium,Feature66.Low,Feature65.Medium,Feature65.Low,Feature64.Medium,Feature64.Low,Feature63.Medium,Feature63.Low,Feature62.Medium,Feature62.Low,Feature61.Medium,Feature61.Low,Feature60.Medium,Feature60.Low,Feature59.Medium,Feature59.Low,Feature58.Medium,Feature58.Low,Feature57.Medium,Feature57.Low,Feature56.Medium,Feature56.Low,Feature50,Feature49,Feature48,Feature47,Feature46,Feature45,Feature44,Feature43,Feature42,Feature41,Feature40,Feature39,Feature38,Feature37,Feature36,Feature34,Feature33,Feature32,Feature31,Feature30,Feature29,Feature28,Feature27,Feature26,Feature25,Feature24,Feature22,Feature21,Feature20,Feature19,Feature18,Feature17,Feature16,Feature15,Feature14,Feature13,Feature12,Feature11,Feature100.Medium,Feature100.Low,Feature10
StrongSignal_Both	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Feature1,Feature2,Feature3,Feature4,Feature5,Feature11,Feature52.Low,Feature52.Medium,Feature53.Low,Feature53.Medium,Feature54.Low,Feature54.Medium,Feature55.Low,Feature55.Medium,Feature6,Feature18,Feature23,Feature24,Feature26,Feature39,Feature42,Feature43,Feature44,Feature47,Feature50,Feature51.Low,Feature51.Medium,Feature87.Medium,Feature89.Low,Feature98.Medium,Feature10,Feature12,Feature14,Feature20,Feature29,Feature30,Feature35,Feature36,Feature37,Feature46,Feature62.Medium,Feature63.Medium,Feature83.Medium,Feature9,Feature91.Medium,Feature16,Feature22,Feature31,Feature38,Feature45,Feature59.Medium,Feature64.Medium,Feature67.Medium,Feature68.Medium,Feature78.Low,Feature80.Medium,Feature81.Medium,Feature88.Medium,Feature89.Medium,Feature92.Medium,Feature25,Feature27,Feature32,Feature56.Medium,Feature60.Medium,Feature63.Low,Feature67.Low,Feature70.Low,Feature73.Low,Feature73.Medium,Feature83.Low,Feature84.Medium,Feature91.Low,Feature93.Low,Feature97.Low,Feature100.Medium,Feature28,Feature33,Feature34,Feature58.Medium,Feature59.Low,Feature7,Feature70.Medium,Feature71.Medium,Feature72.Medium,Feature77.Medium,Feature8,Feature87.Low,Feature94.Medium,Feature96.Medium,Feature100.Low,Feature40,Feature57.Medium,Feature58.Low,Feature61.Low,Feature68.Low,Feature75.Medium,Feature79.Low,Feature80.Low,Feature84.Low,Feature93.Medium,Feature94.Low,Feature95.Low,Feature97.Medium,Feature99.Low,Feature13,Feature15,Feature19,Feature21,Feature65.Medium,Feature69.Low,Feature69.Medium,Feature72.Low,Feature74.Low,Feature75.Low,Feature79.Medium,Feature81.Low,Feature86.Low,Feature90.Medium,Feature98.Low,Feature41,Feature49,Feature56.Low,Feature57.Low,Feature61.Medium,Feature66.Low,Feature74.Medium,Feature76.Medium,Feature78.Medium,Feature85.Low,Feature85.Medium,Feature86.Medium,Feature88.Low,Feature95.Medium,Feature99.Medium,Feature17,Feature48,Feature60.Low,Feature62.Low,Feature64.Low,Feature65.Low,Feature66.Medium,Feature71.Low,Feature76.Low,Feature77.Low,Feature82.Low,Feature82.Medium,Feature90.Low,Feature92.Low,Feature96.Low
StrongSignal_Both	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	Feature52.Medium,Feature55.Medium,Feature51.Medium,Feature55.Low,Feature53.Medium,Feature52.Low,Feature51.Low,Feature54.Medium,Feature54.Low,Feature1,Feature53.Low,Feature5,Feature2,Feature3,Feature4,Feature92.Medium,Feature98.Medium,Feature64.Medium,Feature62.Medium,Feature78.Low,Feature92.Low,Feature62.Low,Feature67.Medium,Feature6,Feature23,Feature93.Medium,Feature75.Low,Feature74.Low,Feature61.Medium,Feature87.Medium,Feature18,Feature71.Medium,Feature50,Feature63.Medium,Feature42,Feature30,Feature40,Feature80.Medium,Feature43,Feature86.Low,Feature59.Medium,Feature70.Low,Feature83.Medium,Feature14,Feature39,Feature70.Medium,Feature81.Low,Feature59.Low,Feature33,Feature31,Feature25,Feature94.Low,Feature45,Feature98.Low,Feature96.Low,Feature71.Low,Feature97.Low,Feature89.Medium,Feature73.Low,Feature79.Medium,Feature99.Medium,Feature84.Low,Feature20,Feature84.Medium,Feature32,Feature24,Feature76.Medium,Feature89.Low,Feature61.Low,Feature56.Low,Feature99.Low,Feature21,Feature88.Medium,Feature56.Medium,Feature44,Feature93.Low,Feature9,Feature72.Low,Feature63.Low,Feature48,Feature11,Feature73.Medium,Feature97.Medium,Feature90.Low,Feature67.Low,Feature85.Low,Feature60.Low,Feature76.Low,Feature95.Low,Feature79.Low,Feature68.Low,Feature19,Feature77.Low,Feature38,Feature90.Medium,Feature37,Feature87.Low,Feature49,Feature15,Feature83.Low,Feature47,Feature91.Medium,Feature7,Feature22,Feature65.Medium,Feature58.Medium,Feature60.Medium,Feature36,Feature35,Feature85.Medium,Feature95.Medium,Feature91.Low,Feature86.Medium,Feature65.Low,Feature64.Low,Feature88.Low,Feature80.Low,Feature75.Medium,Feature100.Low,Feature46,Feature66.Medium,Feature57.Low,Feature69.Low,Feature77.Medium,Feature74.Medium,Feature68.Medium,Feature57.Medium,Feature81.Medium,Feature72.Medium,Feature94.Medium,Feature78.Medium,Feature96.Medium,Feature26,Feature82.Low,Feature17,Feature8,Feature16,Feature82.Medium,Feature58.Low,Feature66.Low,Feature100.Medium,Feature13,Feature10,Feature28,Feature12,Feature69.Medium,Feature41,Feature27,Feature29,Feature34
StrongSignal_Both	2	AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	Feature1,Feature3,Feature4,Feature5,Feature2,Feature55.Low,Feature51.Low,Feature52.Low,Feature55.Medium,Feature52.Medium,Feature54.Low,Feature53.Low,Feature51.Medium,Feature53.Medium,Feature54.Medium,Feature92.Medium,Feature78.Low,Feature92.Low,Feature62.Low,Feature75.Low,Feature63.Medium,Feature59.Medium,Feature70.Low,Feature73.Low,Feature94.Low,Feature71.Medium,Feature98.Medium,Feature62.Medium,Feature64.Medium,Feature86.Low,Feature63.Low,Feature72.Low,Feature59.Low,Feature81.Low,Feature93.Medium,Feature83.Low,Feature70.Medium,Feature71.Low,Feature74.Low,Feature87.Medium,Feature80.Medium,Feature61.Low,Feature56.Low,Feature77.Low,Feature67.Medium,Feature61.Medium,Feature89.Medium,Feature89.Low,Feature76.Medium,Feature98.Low,Feature96.Low,Feature99.Low,Feature56.Medium,Feature90.Medium,Feature83.Medium,Feature97.Low,Feature84.Medium,Feature73.Medium,Feature84.Low,Feature60.Low,Feature68.Low,Feature95.Low,Feature79.Low,Feature76.Low,Feature91.Medium,Feature79.Medium,Feature87.Low,Feature93.Low,Feature88.Low,Feature99.Medium,Feature97.Medium,Feature85.Low,Feature67.Low,Feature90.Low,Feature65.Medium,Feature91.Low,Feature88.Medium,Feature74.Medium,Feature65.Low,Feature64.Low,Feature75.Medium,Feature80.Low,Feature100.Low,Feature58.Medium,Feature60.Medium,Feature66.Low,Feature58.Low,Feature57.Low,Feature77.Medium,Feature66.Medium,Feature69.Low,Feature95.Medium,Feature85.Medium,Feature68.Medium,Feature86.Medium,Feature81.Medium,Feature57.Medium,Feature94.Medium,Feature72.Medium,Feature69.Medium,Feature78.Medium,Feature96.Medium,Feature82.Low,Feature82.Medium,Feature100.Medium,Feature28,Feature25,Feature22,Feature21,Feature23,Feature27,Feature24,Feature26,Feature16,Feature20,Feature11,Feature10,Feature13,Feature12,Feature14,Feature19,Feature18,Feature17,Feature15,Feature29,Feature35,Feature30,Feature31,Feature48,Feature47,Feature46,Feature49,Feature50,Feature6,Feature7,Feature8,Feature9,Feature45,Feature44,Feature42,Feature33,Feature32,Feature36,Feature34,Feature37,Feature41,Feature40,Feature39,Feature38,Feature43
StrongSignal_Both	2	AlgorithmScripts/FeatureSelection/arff/weka/InfoGain/default	Feature1,Feature3,Feature4,Feature5,Feature2,Feature55.Low,Feature55.Medium,Feature52.Medium,Feature51.Low,Feature52.Low,Feature54.Low,Feature53.Low,Feature51.Medium,Feature53.Medium,Feature54.Medium,Feature92.Medium,Feature63.Medium,Feature70.Low,Feature59.Medium,Feature78.Low,Feature98.Medium,Feature71.Medium,Feature62.Medium,Feature64.Medium,Feature73.Low,Feature93.Medium,Feature70.Medium,Feature86.Low,Feature62.Low,Feature92.Low,Feature87.Medium,Feature80.Medium,Feature59.Low,Feature72.Low,Feature63.Low,Feature81.Low,Feature67.Medium,Feature75.Low,Feature71.Low,Feature74.Low,Feature61.Medium,Feature89.Medium,Feature94.Low,Feature83.Low,Feature76.Medium,Feature89.Low,Feature56.Medium,Feature56.Low,Feature61.Low,Feature90.Medium,Feature84.Medium,Feature97.Low,Feature83.Medium,Feature73.Medium,Feature96.Low,Feature98.Low,Feature91.Medium,Feature79.Medium,Feature77.Low,Feature84.Low,Feature99.Low,Feature93.Low,Feature79.Low,Feature68.Low,Feature76.Low,Feature95.Low,Feature60.Low,Feature87.Low,Feature97.Medium,Feature99.Medium,Feature88.Low,Feature65.Medium,Feature88.Medium,Feature74.Medium,Feature67.Low,Feature90.Low,Feature85.Low,Feature58.Medium,Feature60.Medium,Feature91.Low,Feature80.Low,Feature75.Medium,Feature100.Low,Feature95.Medium,Feature85.Medium,Feature69.Low,Feature57.Low,Feature66.Medium,Feature77.Medium,Feature86.Medium,Feature58.Low,Feature66.Low,Feature68.Medium,Feature65.Low,Feature64.Low,Feature57.Medium,Feature81.Medium,Feature72.Medium,Feature94.Medium,Feature78.Medium,Feature96.Medium,Feature69.Medium,Feature82.Low,Feature82.Medium,Feature100.Medium,Feature22,Feature21,Feature24,Feature23,Feature11,Feature20,Feature28,Feature27,Feature26,Feature25,Feature10,Feature12,Feature14,Feature13,Feature9,Feature15,Feature16,Feature29,Feature18,Feature19,Feature17,Feature39,Feature30,Feature46,Feature45,Feature48,Feature47,Feature49,Feature43,Feature7,Feature8,Feature50,Feature44,Feature42,Feature31,Feature33,Feature32,Feature35,Feature34,Feature36,Feature41,Feature40,Feature38,Feature37,Feature6
StrongSignal_Both	2	AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	Feature1,Feature4,Feature5,Feature3,Feature2,Feature55.Low,Feature52.Low,Feature51.Low,Feature55.Medium,Feature52.Medium,Feature54.Low,Feature92.Medium,Feature53.Low,Feature51.Medium,Feature64.Medium,Feature78.Low,Feature62.Medium,Feature53.Medium,Feature98.Medium,Feature36,Feature18,Feature27,Feature74.Low,Feature54.Medium,Feature34,Feature47,Feature50,Feature62.Low,Feature38,Feature61.Low,Feature100.Medium,Feature61.Medium,Feature100.Low,Feature68.Medium,Feature65.Medium,Feature6,Feature70.Medium,Feature69.Medium,Feature69.Low,Feature60.Medium,Feature58.Low,Feature59.Medium,Feature21,Feature71.Medium,Feature22,Feature16,Feature24,Feature20,Feature56.Low,Feature59.Low,Feature41,Feature58.Medium,Feature57.Medium,Feature56.Medium,Feature57.Low,Feature71.Low,Feature63.Medium,Feature80.Low,Feature84.Low,Feature78.Medium,Feature77.Medium,Feature77.Low,Feature95.Medium,Feature87.Low,Feature86.Medium,Feature94.Medium,Feature86.Low,Feature81.Medium,Feature84.Medium,Feature81.Low,Feature85.Medium,Feature90.Low,Feature87.Medium,Feature88.Low,Feature88.Medium,Feature97.Medium,Feature74.Medium,Feature73.Medium,Feature75.Medium,Feature90.Medium,Feature72.Medium,Feature75.Low,Feature82.Medium,Feature96.Medium,Feature92.Low,Feature97.Low,Feature91.Medium,Feature46,Feature30,Feature91.Low,Feature40,Feature65.Low,Feature98.Low,Feature11,Feature83.Low,Feature76.Low,Feature64.Low,Feature99.Low,Feature67.Low,Feature10,Feature8,Feature94.Low,Feature14,Feature37,Feature39,Feature29,Feature32,Feature96.Low,Feature93.Medium,Feature25,Feature95.Low,Feature72.Low,Feature89.Medium,Feature99.Medium,Feature83.Medium,Feature66.Low,Feature76.Medium,Feature79.Low,Feature66.Medium,Feature67.Medium,Feature68.Low,Feature73.Low,Feature70.Low,Feature7,Feature82.Low,Feature60.Low,Feature89.Low,Feature85.Low,Feature48,Feature15,Feature93.Low,Feature13,Feature35,Feature12,Feature28,Feature45,Feature44,Feature17,Feature33,Feature63.Low,Feature80.Medium,Feature19,Feature49,Feature9,Feature23,Feature31,Feature79.Medium,Feature42,Feature26,Feature43
StrongSignal_Both	2	AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	Feature55.Medium,Feature55.Low,Feature52.Medium,Feature51.Low,Feature52.Low,Feature54.Low,Feature51.Medium,Feature53.Low,Feature5,Feature3,Feature1,Feature4,Feature53.Medium,Feature2,Feature54.Medium,Feature92.Medium,Feature62.Medium,Feature98.Medium,Feature64.Medium,Feature80.Medium,Feature93.Medium,Feature78.Low,Feature87.Medium,Feature70.Low,Feature70.Medium,Feature63.Medium,Feature67.Medium,Feature59.Medium,Feature61.Medium,Feature62.Low,Feature92.Low,Feature71.Medium,Feature86.Low,Feature73.Low,Feature65.Medium,Feature76.Medium,Feature74.Low,Feature63.Low,Feature72.Low,Feature79.Medium,Feature96.Low,Feature82.Low,Feature83.Medium,Feature33,Feature43,Feature97.Low,Feature89.Medium,Feature81.Low,Feature56.Low,Feature23,Feature11,Feature6,Feature99.Low,Feature99.Medium,Feature73.Medium,Feature21,Feature95.Low,Feature36,Feature91.Low,Feature83.Low,Feature72.Medium,Feature30,Feature68.Low,Feature19,Feature42,Feature76.Low,Feature60.Low,Feature65.Low,Feature7,Feature57.Low,Feature60.Medium,Feature84.Medium,Feature12,Feature61.Low,Feature39,Feature50,Feature18,Feature64.Low,Feature44,Feature67.Low,Feature91.Medium,Feature40,Feature47,Feature32,Feature90.Medium,Feature75.Low,Feature16,Feature98.Low,Feature46,Feature93.Low,Feature20,Feature38,Feature84.Low,Feature49,Feature69.Low,Feature94.Low,Feature35,Feature14,Feature59.Low,Feature24,Feature79.Low,Feature9,Feature28,Feature89.Low,Feature15,Feature45,Feature31,Feature77.Medium,Feature37,Feature69.Medium,Feature87.Low,Feature77.Low,Feature48,Feature97.Medium,Feature82.Medium,Feature13,Feature10,Feature75.Medium,Feature41,Feature100.Low,Feature17,Feature71.Low,Feature66.Low,Feature88.Low,Feature80.Low,Feature29,Feature85.Low,Feature8,Feature56.Medium,Feature90.Low,Feature27,Feature34,Feature26,Feature96.Medium,Feature25,Feature22,Feature66.Medium,Feature88.Medium,Feature78.Medium,Feature68.Medium,Feature100.Medium,Feature86.Medium,Feature74.Medium,Feature58.Low,Feature81.Medium,Feature57.Medium,Feature85.Medium,Feature58.Medium,Feature94.Medium,Feature95.Medium
StrongSignal_Both	2	AlgorithmScripts/FeatureSelection/arff/weka/SVMRFE/default	Feature55.Medium,Feature3,Feature1,Feature54.Medium,Feature5,Feature52.Medium,Feature52.Low,Feature51.Medium,Feature2,Feature53.Medium,Feature54.Low,Feature4,Feature53.Low,Feature83.Medium,Feature55.Low,Feature62.Medium,Feature64.Medium,Feature6,Feature57.Medium,Feature89.Medium,Feature18,Feature51.Low,Feature98.Medium,Feature33,Feature31,Feature13,Feature71.Medium,Feature45,Feature84.Low,Feature92.Medium,Feature39,Feature86.Medium,Feature12,Feature40,Feature50,Feature67.Medium,Feature20,Feature16,Feature36,Feature62.Low,Feature44,Feature80.Medium,Feature70.Low,Feature43,Feature30,Feature75.Low,Feature23,Feature63.Low,Feature61.Medium,Feature26,Feature24,Feature96.Medium,Feature80.Low,Feature42,Feature89.Low,Feature72.Medium,Feature61.Low,Feature70.Medium,Feature9,Feature88.Medium,Feature73.Medium,Feature14,Feature78.Low,Feature90.Medium,Feature94.Low,Feature91.Medium,Feature95.Medium,Feature29,Feature63.Medium,Feature22,Feature7,Feature85.Medium,Feature78.Medium,Feature59.Medium,Feature73.Low,Feature97.Low,Feature77.Medium,Feature87.Medium,Feature69.Low,Feature93.Low,Feature86.Low,Feature84.Medium,Feature56.Low,Feature99.Medium,Feature47,Feature98.Low,Feature74.Low,Feature10,Feature82.Medium,Feature93.Medium,Feature81.Medium,Feature92.Low,Feature59.Low,Feature97.Medium,Feature68.Medium,Feature8,Feature21,Feature88.Low,Feature99.Low,Feature72.Low,Feature66.Medium,Feature38,Feature77.Low,Feature68.Low,Feature15,Feature100.Medium,Feature79.Low,Feature81.Low,Feature57.Low,Feature74.Medium,Feature32,Feature83.Low,Feature64.Low,Feature37,Feature67.Low,Feature85.Low,Feature49,Feature66.Low,Feature48,Feature11,Feature82.Low,Feature19,Feature94.Medium,Feature100.Low,Feature79.Medium,Feature56.Medium,Feature60.Medium,Feature71.Low,Feature41,Feature76.Medium,Feature25,Feature65.Medium,Feature76.Low,Feature58.Medium,Feature17,Feature34,Feature95.Low,Feature69.Medium,Feature58.Low,Feature28,Feature27,Feature60.Low,Feature90.Low,Feature91.Low,Feature75.Medium,Feature96.Low,Feature65.Low,Feature35,Feature46,Feature87.Low
StrongSignal_Both	2	AlgorithmScripts/FeatureSelection/arff/weka/SymetricalUncertainty/default	Feature1,Feature4,Feature5,Feature3,Feature2,Feature55.Low,Feature52.Medium,Feature55.Medium,Feature52.Low,Feature51.Low,Feature54.Low,Feature53.Low,Feature51.Medium,Feature53.Medium,Feature54.Medium,Feature92.Medium,Feature78.Low,Feature63.Medium,Feature59.Medium,Feature70.Low,Feature98.Medium,Feature92.Low,Feature62.Low,Feature71.Medium,Feature73.Low,Feature64.Medium,Feature62.Medium,Feature86.Low,Feature93.Medium,Feature70.Medium,Feature59.Low,Feature75.Low,Feature87.Medium,Feature80.Medium,Feature72.Low,Feature63.Low,Feature81.Low,Feature67.Medium,Feature71.Low,Feature94.Low,Feature74.Low,Feature61.Medium,Feature83.Low,Feature89.Medium,Feature61.Low,Feature56.Low,Feature76.Medium,Feature89.Low,Feature56.Medium,Feature90.Medium,Feature83.Medium,Feature97.Low,Feature96.Low,Feature98.Low,Feature84.Medium,Feature77.Low,Feature73.Medium,Feature91.Medium,Feature99.Low,Feature79.Medium,Feature84.Low,Feature95.Low,Feature79.Low,Feature68.Low,Feature60.Low,Feature76.Low,Feature93.Low,Feature87.Low,Feature88.Low,Feature97.Medium,Feature99.Medium,Feature65.Medium,Feature88.Medium,Feature74.Medium,Feature85.Low,Feature67.Low,Feature90.Low,Feature58.Medium,Feature91.Low,Feature60.Medium,Feature100.Low,Feature75.Medium,Feature80.Low,Feature65.Low,Feature64.Low,Feature66.Low,Feature58.Low,Feature69.Low,Feature66.Medium,Feature57.Low,Feature77.Medium,Feature95.Medium,Feature85.Medium,Feature68.Medium,Feature86.Medium,Feature57.Medium,Feature81.Medium,Feature94.Medium,Feature72.Medium,Feature78.Medium,Feature96.Medium,Feature69.Medium,Feature82.Low,Feature82.Medium,Feature100.Medium,Feature9,Feature21,Feature20,Feature22,Feature23,Feature27,Feature26,Feature25,Feature24,Feature28,Feature10,Feature19,Feature12,Feature29,Feature18,Feature13,Feature14,Feature15,Feature16,Feature17,Feature11,Feature38,Feature30,Feature46,Feature45,Feature48,Feature47,Feature49,Feature42,Feature7,Feature8,Feature50,Feature44,Feature41,Feature31,Feature33,Feature32,Feature35,Feature34,Feature36,Feature40,Feature39,Feature6,Feature37,Feature43
StrongSignal_Both	2	AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	Feature55.Low,Feature1,Feature3,Feature4,Feature5,Feature2,Feature51.Low,Feature52.Low,Feature52.Medium,Feature55.Medium,Feature54.Low,Feature51.Medium,Feature53.Low,Feature53.Medium,Feature54.Medium,Feature92.Medium,Feature78.Low,Feature98.Medium,Feature63.Medium,Feature59.Medium,Feature62.Medium,Feature64.Medium,Feature70.Low,Feature93.Medium,Feature33,Feature30,Feature80.Medium,Feature70.Medium,Feature73.Low,Feature87.Medium,Feature42,Feature71.Medium,Feature62.Low,Feature92.Low,Feature67.Medium,Feature43,Feature86.Low,Feature63.Low,Feature72.Low,Feature74.Low,Feature89.Medium,Feature59.Low,Feature61.Medium,Feature23,Feature75.Low,Feature94.Low,Feature81.Low,Feature50,Feature76.Medium,Feature89.Low,Feature40,Feature6,Feature83.Medium,Feature90.Medium,Feature56.Medium,Feature71.Low,Feature96.Low,Feature98.Low,Feature39,Feature84.Medium,Feature83.Low,Feature20,Feature97.Low,Feature18,Feature38,Feature9,Feature73.Medium,Feature91.Medium,Feature79.Medium,Feature45,Feature19,Feature56.Low,Feature61.Low,Feature99.Low,Feature11,Feature93.Low,Feature25,Feature84.Low,Feature14,Feature60.Low,Feature68.Low,Feature76.Low,Feature79.Low,Feature95.Low,Feature24,Feature31,Feature97.Medium,Feature87.Low,Feature99.Medium,Feature88.Low,Feature47,Feature48,Feature44,Feature77.Low,Feature49,Feature65.Medium,Feature88.Medium,Feature35,Feature37,Feature74.Medium,Feature21,Feature15,Feature32,Feature36,Feature67.Low,Feature85.Low,Feature90.Low,Feature26,Feature58.Medium,Feature60.Medium,Feature91.Low,Feature100.Low,Feature75.Medium,Feature80.Low,Feature22,Feature27,Feature85.Medium,Feature95.Medium,Feature57.Low,Feature66.Medium,Feature69.Low,Feature77.Medium,Feature86.Medium,Feature58.Low,Feature66.Low,Feature68.Medium,Feature16,Feature64.Low,Feature65.Low,Feature57.Medium,Feature81.Medium,Feature72.Medium,Feature94.Medium,Feature46,Feature7,Feature78.Medium,Feature17,Feature96.Medium,Feature41,Feature10,Feature69.Medium,Feature28,Feature12,Feature13,Feature82.Low,Feature8,Feature82.Medium,Feature100.Medium,Feature34,Feature29
