Description	Iteration	Fold	Algorithm	Metric	Value
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	NPV	0.972222222222222
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	PPV	0.96078431372549
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Precision	0.96078431372549
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Recall	0.916666666666667
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	TNR	0.955555555555556
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	TPR	0.916666666666667
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	Accuracy	0.955555555555556
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	AUROC	0.933134920634921
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	BalancedAccuracy	0.933134920634921
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	Brier	0.0444444444444444
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	F1	0.931303418803419
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	FDR	0.0392156862745098
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	FNR	0.0892857142857143
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	FPR	0.0444444444444444
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	MCC	0.898551626058185
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	MMCE	0.0444444444444444
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	NPV	0.971618357487923
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	PPV	0.96078431372549
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	Precision	0.96078431372549
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	Recall	0.910714285714286
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	TNR	0.955555555555556
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/LibLINEAR/default	TPR	0.910714285714286
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	Accuracy	0.977777777777778
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	AUROC	0.998518518518519
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	BalancedAccuracy	0.968055555555556
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	Brier	0.0275877222222222
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	F1	0.967025089605735
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	FDR	0.0208333333333333
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	FNR	0.0416666666666667
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	FPR	0.0222222222222222
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	MCC	0.950089208499289
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	MMCE	0.0222222222222222
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	NPV	0.985507246376812
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	PPV	0.979166666666667
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	Precision	0.979166666666667
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	Recall	0.958333333333333
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	TNR	0.977777777777778
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default	TPR	0.958333333333333
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	Accuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	AUROC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	BalancedAccuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	Brier	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	F1	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	FDR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	FNR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	FPR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	MCC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	MMCE	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	NPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	PPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	Precision	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	Recall	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	TNR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/NaiveBayes/default	TPR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	Accuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	AUROC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	BalancedAccuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	Brier	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	F1	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	FDR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	FNR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	FPR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	MCC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	MMCE	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	NPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	PPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	Precision	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	Recall	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	TNR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/OneR/default	TPR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	Accuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	AUROC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	BalancedAccuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	Brier	0.0619488888888889
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	F1	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	FDR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	FNR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	FPR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	MCC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	MMCE	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	NPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	PPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	Precision	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	Recall	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	TNR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomForest/default	TPR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	Accuracy	0.977777777777778
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	AUROC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	BalancedAccuracy	0.968055555555556
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	Brier	0.0371111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	F1	0.967025089605735
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	FDR	0.0208333333333333
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	FNR	0.0416666666666667
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	FPR	0.0222222222222222
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	MCC	0.950089208499289
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	MMCE	0.0222222222222222
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	NPV	0.985507246376812
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	PPV	0.979166666666667
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	Precision	0.979166666666667
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	Recall	0.958333333333333
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	TNR	0.977777777777778
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RandomTree/default	TPR	0.958333333333333
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	Accuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	AUROC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	BalancedAccuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	Brier	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	F1	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	FDR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	FNR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	FPR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	MCC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	MMCE	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	NPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	PPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	Precision	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	Recall	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	TNR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/RBFNetwork/default	TPR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	Accuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	AUROC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	BalancedAccuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	Brier	0.0093337
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	F1	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	FDR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	FNR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	FPR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	MCC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	MMCE	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	NPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	PPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	Precision	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	Recall	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	TNR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/REPTree/default	TPR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	Accuracy	0.911111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	AUROC	0.933333333333333
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	BalancedAccuracy	0.926240667545015
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	Brier	0.0680523111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	F1	0.870286576168929
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	FDR	0.137037037037037
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	FNR	0.0888888888888889
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	FPR	0.0586297760210804
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	MCC	0.820735926933951
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	MMCE	0.0888888888888889
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	NPV	0.929824561403509
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	PPV	0.862962962962963
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	Precision	0.862962962962963
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	Recall	0.911111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	TNR	0.94137022397892
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default	TPR	0.911111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SMO/default	Accuracy	0.977777777777778
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SMO/default	AUROC	0.978472222222222
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SMO/default	BalancedAccuracy	0.968055555555556
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SMO/default	Brier	0.0813482222222222
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/SMO/default	F1	0.967025089605735
